Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2017,Control Systems Engineer,"pid tuning, scada, ladder logic, dcs",12.82,481,"scada, pid tuning",2,Fresher
2018,Control Systems Engineer,"ladder logic, scada, plc programming, dcs, pid tuning",7.54,489,"dcs, pid tuning, ladder logic, plc programming, scada",5,Mid
2019,Control Systems Engineer,"scada, pid tuning, ladder logic",14.38,470,"pid tuning, ladder logic, scada",3,Mid
2020,Electrical Project Engineer,"commissioning, fat sat, method statement, ms project, electrical estimating",15.3,953,"method statement, fat sat, commissioning, ms project, electrical estimating",5,Fresher
2025,Substation Engineer,"clearance calculation, switchgear, grounding, substation design, transformers",21.22,624,"switchgear, clearance calculation, substation design, grounding, transformers",5,Mid
2016,Electrical Project Engineer,"commissioning, fat sat, electrical estimating, method statement, ms project",17.53,378,"method statement, ms project, commissioning, fat sat, electrical estimating",5,Fresher
2023,Electrical Project Engineer,"fat sat, method statement, ms project",8.58,748,"method statement, ms project",2,Mid
2015,Substation Engineer,"transformers, substation design, grounding",20.56,857,"substation design, transformers, grounding",3,Senior
2022,Protection Engineer,"ct pt sizing, differential protection, setting study, relay settings",12.45,649,"differential protection, ct pt sizing, relay settings",3,Mid
2017,Substation Engineer,"substation design, clearance calculation, grounding, switchgear, transformers",11.69,300,"clearance calculation, switchgear, grounding",3,Mid
2018,Electrical Maintenance Engineer,"motors, troubleshooting, preventive maintenance",6.02,951,"motors, preventive maintenance, troubleshooting",3,Senior
2016,Protection Engineer,"setting study, differential protection, relay settings, distance protection",19.34,524,"distance protection, relay settings, differential protection, setting study, ct pt sizing",5,Fresher
2021,Protection Engineer,"distance protection, relay settings, ct pt sizing, setting study",20.55,399,"setting study, ct pt sizing, relay settings, distance protection",4,Senior
2021,Electrical Design Engineer,"autocad electrical, load calculation, nec codes, single line diagram, cable sizing",11.13,798,"cable sizing, single line diagram, autocad electrical",3,Senior
2016,Control Systems Engineer,"plc programming, scada, pid tuning",3.96,589,"plc programming, pid tuning, scada",3,Mid
2016,Electrical Design Engineer,"autocad electrical, single line diagram, cable sizing, load calculation",6.63,563,"cable sizing, load calculation, single line diagram",3,Fresher
2024,Substation Engineer,"grounding, switchgear, substation design, clearance calculation",19.24,905,"switchgear, substation design, grounding, clearance calculation",4,Mid
2025,Renewable Energy Engineer,"grid integration, mppt, inverters, wind energy",21.65,1003,"mppt, inverters, wind energy",3,Senior
2017,Electrical Project Engineer,"method statement, ms project, electrical estimating, commissioning, fat sat",13.39,684,"ms project, commissioning, method statement",3,Fresher
2015,Electrical Maintenance Engineer,"therography, preventive maintenance, vfd",17.02,566,"therography, vfd, preventive maintenance",3,Senior
2018,Protection Engineer,"relay settings, ct pt sizing, differential protection",13.13,619,"relay settings, ct pt sizing, differential protection, distance protection",4,Fresher
2017,Electrical Design Engineer,"cable sizing, autocad electrical, nec codes, single line diagram",13.47,893,"nec codes, single line diagram, autocad electrical, cable sizing",4,Fresher
2016,Power Systems Engineer,"power systems, short circuit analysis, relay coordination, load flow, etap",9.86,487,"power systems, short circuit analysis, etap",3,Senior
2020,Power Systems Engineer,"relay coordination, load flow, power systems, etap",5.91,711,"etap, load flow, power systems, relay coordination",4,Mid
2019,Electrical Design Engineer,"cable sizing, nec codes, single line diagram, load calculation, autocad electrical",15.32,895,"autocad electrical, single line diagram, cable sizing, load calculation",4,Senior
2022,Renewable Energy Engineer,"grid integration, solar pv design, mppt, wind energy, inverters",7.29,905,"inverters, wind energy, solar pv design, mppt",4,Senior
2018,Power Systems Engineer,"etap, relay coordination, short circuit analysis",13.44,759,"relay coordination, short circuit analysis, etap, power systems",4,Mid
2015,Control Systems Engineer,"ladder logic, pid tuning, scada",20.63,728,"ladder logic, scada, plc programming",3,Senior
2016,Power Systems Engineer,"load flow, short circuit analysis, etap, power systems, relay coordination",19.7,948,"load flow, etap, relay coordination, power systems",4,Senior
2020,Electrical Design Engineer,"nec codes, single line diagram, autocad electrical, cable sizing, load calculation",13.09,396,"single line diagram, autocad electrical",2,Senior
2017,Electrical Design Engineer,"single line diagram, load calculation, nec codes",15.4,879,"load calculation, single line diagram, nec codes",3,Senior
2023,Power Systems Engineer,"load flow, relay coordination, etap, power systems, short circuit analysis",8.13,733,"power systems, load flow",2,Fresher
2021,Renewable Energy Engineer,"inverters, grid integration, solar pv design, mppt",16.35,637,"inverters, mppt",2,Mid
2024,Control Systems Engineer,"dcs, plc programming, scada, ladder logic",17.31,892,"dcs, plc programming, scada, ladder logic",4,Senior
2016,Substation Engineer,"grounding, clearance calculation, transformers",4.77,824,"clearance calculation, transformers, grounding",3,Fresher
2023,Electrical Maintenance Engineer,"troubleshooting, therography, preventive maintenance, vfd, motors",13.4,620,"preventive maintenance, motors",2,Mid
2023,Control Systems Engineer,"pid tuning, plc programming, scada",18.12,767,"scada, plc programming, pid tuning, dcs",4,Mid
2021,Power Systems Engineer,"load flow, short circuit analysis, relay coordination, power systems, etap",20.38,664,"etap, short circuit analysis, relay coordination",3,Fresher
2024,Electrical Design Engineer,"cable sizing, nec codes, autocad electrical, single line diagram",7.99,731,"single line diagram, autocad electrical, nec codes",3,Fresher
2021,Control Systems Engineer,"pid tuning, ladder logic, dcs, scada",11.44,608,"dcs, scada, pid tuning",3,Senior
2017,Renewable Energy Engineer,"wind energy, grid integration, mppt, solar pv design, inverters",13.03,665,"wind energy, grid integration, solar pv design",3,Mid
2017,Electrical Project Engineer,"commissioning, ms project, fat sat, method statement, electrical estimating",7.11,740,"commissioning, ms project, method statement, electrical estimating, fat sat",5,Mid
2021,Substation Engineer,"switchgear, substation design, grounding, transformers, clearance calculation",3.82,991,"grounding, substation design",2,Fresher
2019,Control Systems Engineer,"dcs, ladder logic, plc programming, pid tuning, scada",12.74,602,"scada, pid tuning, plc programming",3,Fresher
2024,Control Systems Engineer,"dcs, ladder logic, pid tuning, scada, plc programming",17.17,955,"pid tuning, ladder logic",2,Senior
2021,Control Systems Engineer,"ladder logic, plc programming, dcs, pid tuning",9.95,697,"plc programming, pid tuning",2,Senior
2018,Power Systems Engineer,"etap, load flow, relay coordination, power systems, short circuit analysis",16.98,1046,"relay coordination, etap, short circuit analysis, load flow",4,Mid
2020,Electrical Design Engineer,"cable sizing, nec codes, load calculation, single line diagram",8.4,981,"nec codes, load calculation, cable sizing, single line diagram, autocad electrical",5,Fresher
2022,Control Systems Engineer,"plc programming, pid tuning, dcs, scada, ladder logic",10.08,384,"dcs, scada, plc programming, pid tuning, ladder logic",5,Mid
2017,Control Systems Engineer,"plc programming, pid tuning, ladder logic",8.83,614,"plc programming, pid tuning, ladder logic",3,Mid
2024,Protection Engineer,"differential protection, ct pt sizing, relay settings, setting study, distance protection",18.18,886,"setting study, differential protection, ct pt sizing",3,Senior
2024,Substation Engineer,"transformers, clearance calculation, switchgear, substation design",9.56,1049,"clearance calculation, substation design, switchgear, transformers",4,Senior
2022,Electrical Design Engineer,"nec codes, single line diagram, cable sizing, autocad electrical, load calculation",15.63,985,"nec codes, cable sizing, autocad electrical, single line diagram, load calculation",5,Fresher
2020,Control Systems Engineer,"pid tuning, plc programming, ladder logic",5.22,507,"plc programming, ladder logic, pid tuning, dcs",4,Mid
2018,Electrical Design Engineer,"autocad electrical, cable sizing, nec codes, load calculation",17.31,749,"nec codes, load calculation",2,Mid
2015,Control Systems Engineer,"scada, ladder logic, pid tuning, plc programming",4.06,1031,"plc programming, ladder logic, scada, pid tuning, dcs",5,Fresher
2016,Substation Engineer,"switchgear, substation design, grounding, transformers, clearance calculation",14.73,538,"switchgear, transformers, clearance calculation",3,Senior
2018,Electrical Maintenance Engineer,"troubleshooting, therography, vfd",5.83,156,"vfd, troubleshooting, therography, motors",4,Senior
2016,Electrical Maintenance Engineer,"troubleshooting, vfd, therography, preventive maintenance",6.61,552,"preventive maintenance, vfd, troubleshooting",3,Senior
2016,Substation Engineer,"substation design, switchgear, grounding, transformers, clearance calculation",21.78,563,"switchgear, clearance calculation, substation design, grounding, transformers",5,Mid
2019,Substation Engineer,"switchgear, grounding, transformers",16.35,615,"grounding, transformers, clearance calculation",3,Fresher
2021,Power Systems Engineer,"load flow, short circuit analysis, power systems, etap",21.1,422,"power systems, short circuit analysis",2,Fresher
2025,Renewable Energy Engineer,"grid integration, solar pv design, wind energy, mppt",15.13,539,"wind energy, mppt, solar pv design, grid integration, inverters",5,Fresher
2018,Protection Engineer,"setting study, distance protection, differential protection, ct pt sizing",11.54,866,"setting study, differential protection, ct pt sizing, distance protection",4,Fresher
2024,Electrical Maintenance Engineer,"therography, motors, vfd",12.51,821,"motors, vfd, therography",3,Mid
2015,Electrical Design Engineer,"load calculation, cable sizing, single line diagram",12.81,871,"single line diagram, cable sizing, load calculation, autocad electrical",4,Fresher
2016,Protection Engineer,"differential protection, setting study, relay settings, ct pt sizing",21.97,405,"relay settings, setting study, differential protection, ct pt sizing",4,Mid
2025,Renewable Energy Engineer,"solar pv design, mppt, grid integration, inverters, wind energy",5.54,577,"solar pv design, mppt, inverters",3,Senior
